x,y,u_bulk,u_exact,label
8.5937500000e-02,7.8125000000e-03,2.5547244050e-03,0.0000000000e+00,0
9.3750000000e-02,7.8125000000e-03,2.7804417126e-03,0.0000000000e+00,0
1.0156250000e-01,7.8125000000e-03,3.0044705837e-03,0.0000000000e+00,0
1.0937500000e-01,7.8125000000e-03,3.2266765599e-03,0.0000000000e+00,0
1.1718750000e-01,7.8125000000e-03,3.4469266394e-03,0.0000000000e+00,0
1.2500000000e-01,7.8125000000e-03,3.6650893686e-03,0.0000000000e+00,0
1.3281250000e-01,7.8125000000e-03,3.8810349274e-03,0.0000000000e+00,0
1.4062500000e-01,7.8125000000e-03,4.0946352079e-03,0.0000000000e+00,0
1.4843750000e-01,7.8125000000e-03,4.3057638856e-03,0.0000000000e+00,0
1.5625000000e-01,7.8125000000e-03,4.5142964823e-03,0.0000000000e+00,0
1.6406250000e-01,7.8125000000e-03,4.7201104208e-03,0.0000000000e+00,0
1.7187500000e-01,7.8125000000e-03,4.9230850708e-03,0.0000000000e+00,0
1.7968750000e-01,7.8125000000e-03,5.1231017865e-03,0.0000000000e+00,0
1.8750000000e-01,7.8125000000e-03,5.3200439344e-03,0.0000000000e+00,0
1.9531250000e-01,7.8125000000e-03,5.5137969141e-03,0.0000000000e+00,0
2.0312500000e-01,7.8125000000e-03,5.7042481702e-03,0.0000000000e+00,0
2.1093750000e-01,7.8125000000e-03,5.8912871972e-03,0.0000000000e+00,0
2.1875000000e-01,7.8125000000e-03,6.0748055385e-03,0.0000000000e+00,0
2.2656250000e-01,7.8125000000e-03,6.2546967796e-03,0.0000000000e+00,0
2.3437500000e-01,7.8125000000e-03,6.4308565373e-03,0.0000000000e+00,0
2.4218750000e-01,7.8125000000e-03,6.6031824469e-03,0.0000000000e+00,0
2.5000000000e-01,7.8125000000e-03,6.7715741470e-03,0.0000000000e+00,0
2.5781250000e-01,7.8125000000e-03,6.9359332655e-03,0.0000000000e+00,0
2.6562500000e-01,7.8125000000e-03,7.0961634071e-03,0.0000000000e+00,0
2.7343750000e-01,7.8125000000e-03,7.2521701442e-03,0.0000000000e+00,0
2.8125000000e-01,7.8125000000e-03,7.4038610127e-03,0.0000000000e+00,0
2.8906250000e-01,7.8125000000e-03,7.5511455142e-03,0.0000000000e+00,0
2.9687500000e-01,7.8125000000e-03,7.6939351257e-03,0.0000000000e+00,0
3.0468750000e-01,7.8125000000e-03,7.8321433184e-03,0.0000000000e+00,0
3.1250000000e-01,7.8125000000e-03,7.9656855858e-03,0.0000000000e+00,0
3.2031250000e-01,7.8125000000e-03,8.0944794830e-03,0.0000000000e+00,0
3.2812500000e-01,7.8125000000e-03,8.2184446764e-03,0.0000000000e+00,0
3.3593750000e-01,7.8125000000e-03,8.3375030055e-03,0.0000000000e+00,0
3.4375000000e-01,7.8125000000e-03,8.4515785557e-03,0.0000000000e+00,0
3.5156250000e-01,7.8125000000e-03,8.5605977428e-03,0.0000000000e+00,0
3.5937500000e-01,7.8125000000e-03,8.6644894076e-03,0.0000000000e+00,0
3.6718750000e-01,7.8125000000e-03,8.7631849212e-03,0.0000000000e+00,0
3.7500000000e-01,7.8125000000e-03,8.8566182993e-03,0.0000000000e+00,0
3.8281250000e-01,7.8125000000e-03,8.9447263247e-03,0.0000000000e+00,0
3.9062500000e-01,7.8125000000e-03,9.0274486756e-03,0.0000000000e+00,0
3.9843750000e-01,7.8125000000e-03,9.1047280597e-03,0.0000000000e+00,0
4.0625000000e-01,7.8125000000e-03,9.1765103517e-03,0.0000000000e+00,0
4.1406250000e-01,7.8125000000e-03,9.2427447321e-03,0.0000000000e+00,0
4.2187500000e-01,7.8125000000e-03,9.3033838255e-03,0.0000000000e+00,0
4.2968750000e-01,7.8125000000e-03,9.3583838378e-03,0.0000000000e+00,0
4.3750000000e-01,7.8125000000e-03,9.4077046876e-03,0.0000000000e+00,0
4.4531250000e-01,7.8125000000e-03,9.4513101338e-03,0.0000000000e+00,0
4.5312500000e-01,7.8125000000e-03,9.4891678931e-03,0.0000000000e+00,0
4.6093750000e-01,7.8125000000e-03,9.5212497501e-03,0.0000000000e+00,0
4.6875000000e-01,7.8125000000e-03,9.5475316550e-03,0.0000000000e+00,0
4.7656250000e-01,7.8125000000e-03,9.5679938092e-03,0.0000000000e+00,0
4.8437500000e-01,7.8125000000e-03,9.5826207374e-03,0.0000000000e+00,0
4.9218750000e-01,7.8125000000e-03,9.5914013441e-03,0.0000000000e+00,0
5.0000000000e-01,7.8125000000e-03,9.5943289554e-03,0.0000000000e+00,0
5.0781250000e-01,7.8125000000e-03,9.5914013440e-03,0.0000000000e+00,0
5.1562500000e-01,7.8125000000e-03,9.5826207373e-03,0.0000000000e+00,0
5.2343750000e-01,7.8125000000e-03,9.5679938091e-03,0.0000000000e+00,0
5.3125000000e-01,7.8125000000e-03,9.5475316548e-03,0.0000000000e+00,0
5.3906250000e-01,7.8125000000e-03,9.5212497498e-03,0.0000000000e+00,0
5.4687500000e-01,7.8125000000e-03,9.4891678928e-03,0.0000000000e+00,0
5.5468750000e-01,7.8125000000e-03,9.4513101334e-03,0.0000000000e+00,0
5.6250000000e-01,7.8125000000e-03,9.4077046873e-03,0.0000000000e+00,0
5.7031250000e-01,7.8125000000e-03,9.3583838373e-03,0.0000000000e+00,0
5.7812500000e-01,7.8125000000e-03,9.3033838250e-03,0.0000000000e+00,0
5.8593750000e-01,7.8125000000e-03,9.2427447315e-03,0.0000000000e+00,0
5.9375000000e-01,7.8125000000e-03,9.1765103511e-03,0.0000000000e+00,0
6.0156250000e-01,7.8125000000e-03,9.1047280591e-03,0.0000000000e+00,0
6.0937500000e-01,7.8125000000e-03,9.0274486749e-03,0.0000000000e+00,0
6.1718750000e-01,7.8125000000e-03,8.9447263240e-03,0.0000000000e+00,0
6.2500000000e-01,7.8125000000e-03,8.8566182986e-03,0.0000000000e+00,0
6.3281250000e-01,7.8125000000e-03,8.7631849203e-03,0.0000000000e+00,0
6.4062500000e-01,7.8125000000e-03,8.6644894067e-03,0.0000000000e+00,0
6.4843750000e-01,7.8125000000e-03,8.5605977419e-03,0.0000000000e+00,0
6.5625000000e-01,7.8125000000e-03,8.4515785548e-03,0.0000000000e+00,0
6.6406250000e-01,7.8125000000e-03,8.3375030044e-03,0.0000000000e+00,0
6.7187500000e-01,7.8125000000e-03,8.2184446753e-03,0.0000000000e+00,0
6.7968750000e-01,7.8125000000e-03,8.0944794819e-03,0.0000000000e+00,0
6.8750000000e-01,7.8125000000e-03,7.9656855847e-03,0.0000000000e+00,0
6.9531250000e-01,7.8125000000e-03,7.8321433172e-03,0.0000000000e+00,0
7.0312500000e-01,7.8125000000e-03,7.6939351245e-03,0.0000000000e+00,0
7.1093750000e-01,7.8125000000e-03,7.5511455130e-03,0.0000000000e+00,0
7.1875000000e-01,7.8125000000e-03,7.4038610114e-03,0.0000000000e+00,0
7.2656250000e-01,7.8125000000e-03,7.2521701429e-03,0.0000000000e+00,0
7.3437500000e-01,7.8125000000e-03,7.0961634058e-03,0.0000000000e+00,0
7.4218750000e-01,7.8125000000e-03,6.9359332641e-03,0.0000000000e+00,0
7.5000000000e-01,7.8125000000e-03,6.7715741456e-03,0.0000000000e+00,0
7.5781250000e-01,7.8125000000e-03,6.6031824455e-03,0.0000000000e+00,0
7.6562500000e-01,7.8125000000e-03,6.4308565359e-03,0.0000000000e+00,0
7.7343750000e-01,7.8125000000e-03,6.2546967781e-03,0.0000000000e+00,0
7.8125000000e-01,7.8125000000e-03,6.0748055370e-03,0.0000000000e+00,0
7.8906250000e-01,7.8125000000e-03,5.8912871957e-03,0.0000000000e+00,0
7.9687500000e-01,7.8125000000e-03,5.7042481687e-03,0.0000000000e+00,0
8.0468750000e-01,7.8125000000e-03,5.5137969127e-03,0.0000000000e+00,0
8.1250000000e-01,7.8125000000e-03,5.3200439330e-03,0.0000000000e+00,0
8.2031250000e-01,7.8125000000e-03,5.1231017851e-03,0.0000000000e+00,0
8.2812500000e-01,7.8125000000e-03,4.9230850694e-03,0.0000000000e+00,0
8.3593750000e-01,7.8125000000e-03,4.7201104194e-03,0.0000000000e+00,0
8.4375000000e-01,7.8125000000e-03,4.5142964810e-03,0.0000000000e+00,0
8.5156250000e-01,7.8125000000e-03,4.3057638843e-03,0.0000000000e+00,0
8.5937500000e-01,7.8125000000e-03,4.0946352066e-03,0.0000000000e+00,0
8.6718750000e-01,7.8125000000e-03,3.8810349261e-03,0.0000000000e+00,0
8.7500000000e-01,7.8125000000e-03,3.6650893674e-03,0.0000000000e+00,0
8.8281250000e-01,7.8125000000e-03,3.4469266383e-03,0.0000000000e+00,0
8.9062500000e-01,7.8125000000e-03,3.2266765588e-03,0.0000000000e+00,0
8.9843750000e-01,7.8125000000e-03,3.0044705827e-03,0.0000000000e+00,0
9.0625000000e-01,7.8125000000e-03,2.7804417117e-03,0.0000000000e+00,0
9.1406250000e-01,7.8125000000e-03,2.5547244041e-03,0.0000000000e+00,0
9.2187500000e-01,7.8125000000e-03,2.3274544779e-03,0.0000000000e+00,0
9.2968750000e-01,7.8125000000e-03,2.0987690088e-03,0.0000000000e+00,0
9.3750000000e-01,7.8125000000e-03,1.8688062246e-03,0.0000000000e+00,0
9.4531250000e-01,7.8125000000e-03,1.6377053968e-03,0.0000000000e+00,0
9.5312500000e-01,7.8125000000e-03,1.4056067284e-03,0.0000000000e+00,0
9.6093750000e-01,7.8125000000e-03,1.1726512410e-03,0.0000000000e+00,0
9.6875000000e-01,7.8125000000e-03,9.3898065973e-04,0.0000000000e+00,0
9.7656250000e-01,7.8125000000e-03,7.0473729702e-04,0.0000000000e+00,0
9.8437500000e-01,7.8125000000e-03,4.7006393597e-04,0.0000000000e+00,0
9.9218750000e-01,7.8125000000e-03,2.3510371294e-04,0.0000000000e+00,0
1.0000000000e+00,7.8125000000e-03,0.0000000000e+00,0.0000000000e+00,0
0.0000000000e+00,1.5625000000e-02,0.0000000000e+00,0.0000000000e+00,0
7.8125000000e-03,1.5625000000e-02,4.7035091599e-04,0.0000000000e+00,0
1.5625000000e-02,1.5625000000e-02,9.4041473427e-04,0.0000000000e+00,0
2.3437500000e-02,1.5625000000e-02,1.4099045929e-03,0.0000000000e+00,0
3.1250000000e-02,1.5625000000e-02,1.8785341016e-03,0.0000000000e+00,0
3.9062500000e-02,1.5625000000e-02,2.3460175768e-03,0.0000000000e+00,0
4.6875000000e-02,1.5625000000e-02,2.8120702768e-03,0.0000000000e+00,0
5.4687500000e-02,1.5625000000e-02,3.2764086354e-03,0.0000000000e+00,0
6.2500000000e-02,1.5625000000e-02,3.7387504944e-03,0.0000000000e+00,0
7.0312500000e-02,1.5625000000e-02,4.1988153341e-03,0.0000000000e+00,0
